Run Number, Run Name, Image Name, Scale Factor, Base Seed, Replicate Seed, Max Degree of Parallelism, Number of Workers, Number of Tries, Number of Trials, Screenshot Number, Observation Time, Propagate Time, Search Time, CPU Usage
7, parallel-propagate, Skyline, 1, 1000, 271829958, 8, 1, 10, 50, 0, 0:06.07, 0:04.21, 0:10.51,0
7, parallel-propagate, Flowers, 1, 1000, 271829958, 8, 1, 10, 50, 0, 0:03.82, 0:04.55, 0:08.68,0
7, parallel-propagate, Platformer, 1, 1000, 271829958, 8, 1, 10, 50, 0, 0:03.27, 0:02.01, 0:05.41,0
8, sequential-main, Skyline, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:06.10, 0:05.19, 0:12.02,0
8, sequential-main, Flowers, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:01.84, 0:03.33, 0:05.69,0
8, sequential-main, Platformer, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:03.82, 0:02.87, 0:07.10,0
8, parallel-main, Skyline, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:06.18, 0:05.23, 0:12.14,0
8, parallel-main, Flowers, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:01.87, 0:03.33, 0:05.72,0
8, parallel-main, Platformer, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:03.88, 0:02.85, 0:07.15,0
8, parallel-main, Skyline, 1, 1000, 1490890881, 1, 2, 10, 50, 0, 0:12.11, 0:10.38, 0:23.94,0
8, parallel-main, Flowers, 1, 1000, 1490890881, 1, 2, 10, 50, 0, 0:04.12, 0:07.04, 0:12.22,0
8, parallel-main, Platformer, 1, 1000, 1490890881, 1, 2, 10, 50, 0, 0:07.30, 0:05.20, 0:13.26,0
8, parallel-main, Skyline, 1, 1000, 1490890881, 1, 4, 10, 50, 0, 0:28.92, 0:24.10, 0:56.15,0
8, parallel-main, Flowers, 1, 1000, 1490890881, 1, 4, 10, 50, 0, 0:10.95, 0:17.10, 0:30.54,0
8, parallel-main, Platformer, 1, 1000, 1490890881, 1, 4, 10, 50, 0, 0:16.15, 0:11.78, 0:29.78,0
8, parallel-main, Skyline, 1, 1000, 1490890881, 1, 8, 10, 50, 0, 1:25.55, 1:07.41, 2:42.52,0
8, parallel-main, Flowers, 1, 1000, 1490890881, 1, 8, 10, 50, 0, 0:28.19, 0:43.09, 1:18.34,0
8, parallel-main, Platformer, 1, 1000, 1490890881, 1, 8, 10, 50, 0, 0:38.64, 0:29.06, 1:13.07,0
8, parallel-propagate, Skyline, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:06.09, 0:05.41, 0:12.21,0
8, parallel-propagate, Flowers, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:01.85, 0:03.29, 0:05.64,0
8, parallel-propagate, Platformer, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:03.77, 0:02.77, 0:06.94,0
8, parallel-propagate, Skyline, 1, 1000, 1490890881, 2, 1, 10, 50, 0, 0:11.90, 0:09.25, 0:21.86,0
8, parallel-propagate, Flowers, 1, 1000, 1490890881, 2, 1, 10, 50, 0, 0:02.17, 0:02.97, 0:05.40,0
8, parallel-propagate, Platformer, 1, 1000, 1490890881, 2, 1, 10, 50, 0, 0:03.76, 0:02.52, 0:06.50,0
8, parallel-propagate, Skyline, 1, 1000, 1490890881, 4, 1, 10, 50, 0, 0:06.07, 0:04.70, 0:10.99,0
8, parallel-propagate, Flowers, 1, 1000, 1490890881, 4, 1, 10, 50, 0, 0:02.17, 0:02.84, 0:05.17,0
8, parallel-propagate, Platformer, 1, 1000, 1490890881, 4, 1, 10, 50, 0, 0:03.76, 0:02.43, 0:06.33,0
8, parallel-propagate, Skyline, 1, 1000, 1490890881, 8, 1, 10, 50, 0, 0:06.06, 0:04.32, 0:10.59,0
8, parallel-propagate, Flowers, 1, 1000, 1490890881, 8, 1, 10, 50, 0, 0:01.84, 0:02.24, 0:04.25,0
8, parallel-propagate, Platformer, 1, 1000, 1490890881, 8, 1, 10, 50, 0, 0:03.77, 0:02.17, 0:06.05,0
9, sequential-main, Skyline, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:07.89, 0:06.18, 0:14.80,0
9, sequential-main, Flowers, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.95, 0:03.91, 0:07.38,0
9, sequential-main, Platformer, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.32, 0:02.17, 0:04.89,0
9, parallel-main, Skyline, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:08.00, 0:06.15, 0:14.88,0
9, parallel-main, Flowers, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.98, 0:03.91, 0:07.43,0
9, parallel-main, Platformer, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.36, 0:02.18, 0:04.94,0
9, parallel-main, Skyline, 1, 1000, 53262104, 1, 2, 10, 50, 0, 0:14.78, 0:12.12, 0:28.36,0
9, parallel-main, Flowers, 1, 1000, 53262104, 1, 2, 10, 50, 0, 0:19.95, 0:35.51, 1:00.75,0
9, parallel-main, Platformer, 1, 1000, 53262104, 1, 2, 10, 50, 0, 0:03.99, 0:04.07, 0:08.88,0
9, parallel-main, Skyline, 1, 1000, 53262104, 1, 4, 10, 50, 0, 0:30.10, 0:24.53, 0:58.09,0
9, parallel-main, Flowers, 1, 1000, 53262104, 1, 4, 10, 50, 0, 0:27.85, 0:45.78, 1:20.32,0
9, parallel-main, Platformer, 1, 1000, 53262104, 1, 4, 10, 50, 0, 0:14.74, 0:10.74, 0:27.26,0
9, parallel-main, Skyline, 1, 1000, 53262104, 1, 8, 10, 50, 0, 1:26.86, 1:06.53, 2:42.89,0
9, parallel-main, Flowers, 1, 1000, 53262104, 1, 8, 10, 50, 0, 1:11.64, 1:48.54, 3:16.10,0
9, parallel-main, Platformer, 1, 1000, 53262104, 1, 8, 10, 50, 0, 0:36.32, 0:28.11, 1:10.04,0
9, parallel-propagate, Skyline, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:07.85, 0:06.28, 0:14.85,0
9, parallel-propagate, Flowers, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.93, 0:03.95, 0:07.39,0
9, parallel-propagate, Platformer, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.33, 0:02.21, 0:04.94,0
9, parallel-propagate, Skyline, 1, 1000, 53262104, 2, 1, 10, 50, 0, 0:07.81, 0:05.52, 0:13.71,0
9, parallel-propagate, Flowers, 1, 1000, 53262104, 2, 1, 10, 50, 0, 0:02.92, 0:03.25, 0:06.44,0
9, parallel-propagate, Platformer, 1, 1000, 53262104, 2, 1, 10, 50, 0, 0:02.33, 0:01.88, 0:04.42,0
9, parallel-propagate, Skyline, 1, 1000, 53262104, 4, 1, 10, 50, 0, 0:07.82, 0:05.26, 0:13.34,0
9, parallel-propagate, Flowers, 1, 1000, 53262104, 4, 1, 10, 50, 0, 0:07.53, 0:09.77, 0:18.23,0
9, parallel-propagate, Platformer, 1, 1000, 53262104, 4, 1, 10, 50, 0, 0:02.31, 0:01.79, 0:04.24,0
9, parallel-propagate, Skyline, 1, 1000, 53262104, 8, 1, 10, 50, 0, 0:07.79, 0:04.97, 0:12.96,0
9, parallel-propagate, Flowers, 1, 1000, 53262104, 8, 1, 10, 50, 0, 0:03.66, 0:03.91, 0:07.87,0
9, parallel-propagate, Platformer, 1, 1000, 53262104, 8, 1, 10, 50, 0, 0:02.32, 0:01.69, 0:04.15,0
10, sequential-main, Skyline, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:05.79, 0:05.23, 0:11.74,0
10, sequential-main, Flowers, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:01.98, 0:03.55, 0:06.06,0
10, sequential-main, Platformer, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:02.22, 0:02.32, 0:04.94,0
10, parallel-main, Skyline, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:05.86, 0:05.22, 0:11.80,0
10, parallel-main, Flowers, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:01.99, 0:03.56, 0:06.07,0
10, parallel-main, Platformer, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:02.22, 0:02.30, 0:04.93,0
10, parallel-main, Skyline, 1, 1000, 48177134, 1, 2, 10, 50, 0, 0:11.55, 0:10.64, 0:23.69,0
10, parallel-main, Flowers, 1, 1000, 48177134, 1, 2, 10, 50, 0, 0:04.90, 0:07.21, 0:13.11,0
10, parallel-main, Platformer, 1, 1000, 48177134, 1, 2, 10, 50, 0, 0:06.05, 0:05.24, 0:12.10,0
10, parallel-main, Skyline, 1, 1000, 48177134, 1, 4, 10, 50, 0, 0:26.92, 0:24.49, 0:54.74,0
10, parallel-main, Flowers, 1, 1000, 48177134, 1, 4, 10, 50, 0, 0:12.36, 0:17.94, 0:32.84,0
10, parallel-main, Platformer, 1, 1000, 48177134, 1, 4, 10, 50, 0, 0:14.89, 0:12.01, 0:28.82,0
10, parallel-main, Skyline, 1, 1000, 48177134, 1, 8, 10, 50, 0, 1:28.49, 1:09.13, 2:47.09,0
10, parallel-main, Flowers, 1, 1000, 48177134, 1, 8, 10, 50, 0, 0:32.23, 0:46.71, 1:25.96,0
10, parallel-main, Platformer, 1, 1000, 48177134, 1, 8, 10, 50, 0, 0:42.83, 0:31.67, 1:20.04,0
10, parallel-propagate, Skyline, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:05.80, 0:05.19, 0:11.71,0
10, parallel-propagate, Flowers, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:01.98, 0:03.61, 0:06.12,0
10, parallel-propagate, Platformer, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:02.20, 0:02.36, 0:04.96,0
10, parallel-propagate, Skyline, 1, 1000, 48177134, 2, 1, 10, 50, 0, 0:05.72, 0:04.80, 0:10.91,0
10, parallel-propagate, Flowers, 1, 1000, 48177134, 2, 1, 10, 50, 0, 0:02.17, 0:03.06, 0:05.50,0
10, parallel-propagate, Platformer, 1, 1000, 48177134, 2, 1, 10, 50, 0, 0:02.33, 0:02.03, 0:04.57,0
10, parallel-propagate, Skyline, 1, 1000, 48177134, 4, 1, 10, 50, 0, 0:05.73, 0:04.34, 0:10.27,0
10, parallel-propagate, Flowers, 1, 1000, 48177134, 4, 1, 10, 50, 0, 0:01.97, 0:02.58, 0:04.74,0
10, parallel-propagate, Platformer, 1, 1000, 48177134, 4, 1, 10, 50, 0, 0:02.20, 0:01.82, 0:04.16,0
10, parallel-propagate, Skyline, 1, 1000, 48177134, 8, 1, 10, 50, 0, 0:05.74, 0:03.98, 0:09.93,0
10, parallel-propagate, Flowers, 1, 1000, 48177134, 8, 1, 10, 50, 0, 0:01.98, 0:02.33, 0:04.46,0
10, parallel-propagate, Platformer, 1, 1000, 48177134, 8, 1, 10, 50, 0, 0:02.29, 0:01.66, 0:04.09,0
11, sequential-main, Skyline, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:04.43, 0:04.26, 0:09.35,0
11, sequential-main, Flowers, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:01.29, 0:03.12, 0:04.92,0
11, sequential-main, Platformer, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:03.00, 0:02.45, 0:05.85,0
11, parallel-main, Skyline, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:04.45, 0:04.35, 0:09.52,0
11, parallel-main, Flowers, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:01.30, 0:03.12, 0:04.94,0
11, parallel-main, Platformer, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:02.97, 0:02.40, 0:05.76,0
11, parallel-main, Skyline, 1, 1000, 390326370, 1, 2, 10, 50, 0, 0:12.22, 0:10.50, 0:24.15,0
11, parallel-main, Flowers, 1, 1000, 390326370, 1, 2, 10, 50, 0, 0:04.04, 0:07.37, 0:12.45,0
11, parallel-main, Platformer, 1, 1000, 390326370, 1, 2, 10, 50, 0, 0:06.20, 0:04.74, 0:11.75,0
11, parallel-main, Skyline, 1, 1000, 390326370, 1, 4, 10, 50, 0, 0:30.35, 0:24.86, 0:58.30,0
11, parallel-main, Flowers, 1, 1000, 390326370, 1, 4, 10, 50, 0, 0:09.73, 0:16.98, 0:29.11,0
11, parallel-main, Platformer, 1, 1000, 390326370, 1, 4, 10, 50, 0, 0:13.96, 0:10.97, 0:26.89,0
11, parallel-main, Skyline, 1, 1000, 390326370, 1, 8, 10, 50, 0, 1:21.98, 1:06.93, 2:38.36,0
11, parallel-main, Flowers, 1, 1000, 390326370, 1, 8, 10, 50, 0, 0:33.20, 0:47.80, 1:27.84,0
11, parallel-main, Platformer, 1, 1000, 390326370, 1, 8, 10, 50, 0, 0:35.17, 0:27.15, 1:08.03,0
11, parallel-propagate, Skyline, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:04.42, 0:04.53, 0:09.66,0
11, parallel-propagate, Flowers, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:01.28, 0:03.12, 0:04.91,0
11, parallel-propagate, Platformer, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:02.96, 0:02.37, 0:05.74,0
11, parallel-propagate, Skyline, 1, 1000, 390326370, 2, 1, 10, 50, 0, 0:04.43, 0:03.90, 0:08.70,0
11, parallel-propagate, Flowers, 1, 1000, 390326370, 2, 1, 10, 50, 0, 0:01.29, 0:02.45, 0:04.02,0
11, parallel-propagate, Platformer, 1, 1000, 390326370, 2, 1, 10, 50, 0, 0:02.99, 0:02.19, 0:05.40,0
11, parallel-propagate, Skyline, 1, 1000, 390326370, 4, 1, 10, 50, 0, 0:04.42, 0:03.76, 0:08.42,0
11, parallel-propagate, Flowers, 1, 1000, 390326370, 4, 1, 10, 50, 0, 0:02.50, 0:04.44, 0:07.26,0
11, parallel-propagate, Platformer, 1, 1000, 390326370, 4, 1, 10, 50, 0, 0:04.75, 0:02.56, 0:07.46,0
11, parallel-propagate, Skyline, 1, 1000, 390326370, 8, 1, 10, 50, 0, 0:04.40, 0:03.45, 0:08.08,0
11, parallel-propagate, Flowers, 1, 1000, 390326370, 8, 1, 10, 50, 0, 0:02.27, 0:03.91, 0:06.48,0
11, parallel-propagate, Platformer, 1, 1000, 390326370, 8, 1, 10, 50, 0, 0:02.95, 0:01.83, 0:04.90,0
12, sequential-main, Skyline, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:04.44, 0:05.00, 0:10.16,0
12, sequential-main, Flowers, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:03.08, 0:04.22, 0:07.82,0
12, sequential-main, Platformer, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:02.78, 0:02.08, 0:05.25,0
12, parallel-main, Skyline, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:04.42, 0:05.00, 0:10.14,0
12, parallel-main, Flowers, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:03.07, 0:04.23, 0:07.82,0
12, parallel-main, Platformer, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:02.72, 0:02.02, 0:05.12,0
12, parallel-main, Skyline, 1, 1000, 179782877, 1, 2, 10, 50, 0, 0:10.36, 0:10.06, 0:21.85,0
12, parallel-main, Flowers, 1, 1000, 179782877, 1, 2, 10, 50, 0, 0:36.38, 0:45.97, 1:27.69,0
12, parallel-main, Platformer, 1, 1000, 179782877, 1, 2, 10, 50, 0, 0:05.25, 0:04.53, 0:10.59,0
12, parallel-main, Skyline, 1, 1000, 179782877, 1, 4, 10, 50, 0, 0:28.31, 0:24.15, 0:55.62,0
12, parallel-main, Flowers, 1, 1000, 179782877, 1, 4, 10, 50, 0, 0:44.90, 0:56.55, 1:48.25,0
12, parallel-main, Platformer, 1, 1000, 179782877, 1, 4, 10, 50, 0, 0:16.08, 0:11.59, 0:29.55,0
12, parallel-main, Skyline, 1, 1000, 179782877, 1, 8, 10, 50, 0, 1:27.75, 1:08.40, 2:45.63,0
12, parallel-main, Flowers, 1, 1000, 179782877, 1, 8, 10, 50, 0, 0:58.70, 1:21.03, 2:30.92,0
12, parallel-main, Platformer, 1, 1000, 179782877, 1, 8, 10, 50, 0, 0:40.68, 0:29.40, 1:15.69,0
12, parallel-propagate, Skyline, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:04.42, 0:05.06, 0:10.19,0
12, parallel-propagate, Flowers, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:03.07, 0:04.30, 0:07.90,0
12, parallel-propagate, Platformer, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:02.72, 0:02.11, 0:05.23,0
12, parallel-propagate, Skyline, 1, 1000, 179782877, 2, 1, 10, 50, 0, 0:04.35, 0:04.35, 0:09.08,0
12, parallel-propagate, Flowers, 1, 1000, 179782877, 2, 1, 10, 50, 0, 0:03.54, 0:04.48, 0:08.55,0
12, parallel-propagate, Platformer, 1, 1000, 179782877, 2, 1, 10, 50, 0, 0:02.71, 0:01.79, 0:04.73,0
12, parallel-propagate, Skyline, 1, 1000, 179782877, 4, 1, 10, 50, 0, 0:04.41, 0:04.24, 0:08.91,0
12, parallel-propagate, Flowers, 1, 1000, 179782877, 4, 1, 10, 50, 0, 0:03.60, 0:04.79, 0:08.86,0
12, parallel-propagate, Platformer, 1, 1000, 179782877, 4, 1, 10, 50, 0, 0:04.76, 0:03.25, 0:08.28,0
12, parallel-propagate, Skyline, 1, 1000, 179782877, 8, 1, 10, 50, 0, 0:04.35, 0:03.94, 0:08.51,0
12, parallel-propagate, Flowers, 1, 1000, 179782877, 8, 1, 10, 50, 0, 0:03.03, 0:02.98, 0:06.15,0
12, parallel-propagate, Platformer, 1, 1000, 179782877, 8, 1, 10, 50, 0, 0:02.74, 0:01.60, 0:04.47,0
13, sequential-main, Skyline, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:06.06, 0:05.06, 0:11.84,0
13, sequential-main, Flowers, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:16.19, 0:33.13, 0:54.46,0
13, sequential-main, Platformer, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:01.42, 0:02.16, 0:03.98,0
13, parallel-main, Skyline, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:06.16, 0:05.08, 0:11.96,0
13, parallel-main, Flowers, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:16.32, 0:31.37, 0:52.43,0
13, parallel-main, Platformer, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:01.40, 0:02.17, 0:03.97,0
13, parallel-main, Skyline, 1, 1000, 1556455641, 1, 2, 10, 50, 0, 0:12.53, 0:10.31, 0:24.30,0
13, parallel-main, Flowers, 1, 1000, 1556455641, 1, 2, 10, 50, 0, 0:18.95, 0:35.92, 1:00.26,0
13, parallel-main, Platformer, 1, 1000, 1556455641, 1, 2, 10, 50, 0, 0:04.80, 0:05.05, 0:10.67,0
13, parallel-main, Skyline, 1, 1000, 1556455641, 1, 4, 10, 50, 0, 0:28.76, 0:24.10, 0:56.18,0
13, parallel-main, Flowers, 1, 1000, 1556455641, 1, 4, 10, 50, 0, 0:25.96, 0:45.96, 1:18.86,0
13, parallel-main, Platformer, 1, 1000, 1556455641, 1, 4, 10, 50, 0, 0:09.63, 0:10.07, 0:21.64,0
13, parallel-main, Skyline, 1, 1000, 1556455641, 1, 8, 10, 50, 0, 1:29.31, 1:06.96, 2:45.90,0
13, parallel-main, Flowers, 1, 1000, 1556455641, 1, 8, 10, 50, 0, 1:16.07, 1:52.50, 3:24.36,0
13, parallel-main, Platformer, 1, 1000, 1556455641, 1, 8, 10, 50, 0, 0:30.90, 0:26.01, 1:02.33,0
13, parallel-propagate, Skyline, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:06.14, 0:04.97, 0:11.79,0
13, parallel-propagate, Flowers, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:16.23, 0:31.43, 0:52.39,0
13, parallel-propagate, Platformer, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:01.40, 0:02.18, 0:03.98,0
13, parallel-propagate, Skyline, 1, 1000, 1556455641, 2, 1, 10, 50, 0, 0:06.08, 0:04.57, 0:11.03,0
13, parallel-propagate, Flowers, 1, 1000, 1556455641, 2, 1, 10, 50, 0, 0:03.94, 0:07.03, 0:11.77,0
13, parallel-propagate, Platformer, 1, 1000, 1556455641, 2, 1, 10, 50, 0, 0:01.39, 0:01.79, 0:03.39,0
13, parallel-propagate, Skyline, 1, 1000, 1556455641, 4, 1, 10, 50, 0, 0:06.07, 0:04.33, 0:10.66,0
13, parallel-propagate, Flowers, 1, 1000, 1556455641, 4, 1, 10, 50, 0, 0:01.82, 0:02.72, 0:04.71,0
13, parallel-propagate, Platformer, 1, 1000, 1556455641, 4, 1, 10, 50, 0, 0:01.40, 0:01.72, 0:03.24,0
13, parallel-propagate, Skyline, 1, 1000, 1556455641, 8, 1, 10, 50, 0, 0:05.89, 0:04.03, 0:10.14,0
13, parallel-propagate, Flowers, 1, 1000, 1556455641, 8, 1, 10, 50, 0, 0:01.83, 0:02.45, 0:04.44,0
13, parallel-propagate, Platformer, 1, 1000, 1556455641, 8, 1, 10, 50, 0, 0:01.39, 0:01.56, 0:03.10,0
14, sequential-main, Skyline, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:05.56, 0:05.36, 0:11.64,0
14, sequential-main, Flowers, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:01.47, 0:03.13, 0:05.12,0
14, sequential-main, Platformer, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:02.65, 0:02.45, 0:05.51,0
14, parallel-main, Skyline, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:05.62, 0:05.30, 0:11.64,0
14, parallel-main, Flowers, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:01.49, 0:03.13, 0:05.13,0
14, parallel-main, Platformer, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:02.64, 0:02.42, 0:05.46,0
14, parallel-main, Skyline, 1, 1000, 2048735855, 1, 2, 10, 50, 0, 0:13.88, 0:11.30, 0:26.54,0
14, parallel-main, Flowers, 1, 1000, 2048735855, 1, 2, 10, 50, 0, 0:05.46, 0:07.55, 0:14.01,0
14, parallel-main, Platformer, 1, 1000, 2048735855, 1, 2, 10, 50, 0, 0:05.49, 0:04.74, 0:11.06,0
14, parallel-main, Skyline, 1, 1000, 2048735855, 1, 4, 10, 50, 0, 0:27.59, 0:25.59, 0:56.74,0
14, parallel-main, Flowers, 1, 1000, 2048735855, 1, 4, 10, 50, 0, 0:11.31, 0:17.53, 0:31.26,0
14, parallel-main, Platformer, 1, 1000, 2048735855, 1, 4, 10, 50, 0, 0:14.00, 0:11.40, 0:27.22,0
14, parallel-main, Skyline, 1, 1000, 2048735855, 1, 8, 10, 50, 0, 1:27.09, 1:10.12, 2:46.67,0
14, parallel-main, Flowers, 1, 1000, 2048735855, 1, 8, 10, 50, 0, 0:33.15, 0:47.35, 1:27.39,0
14, parallel-main, Platformer, 1, 1000, 2048735855, 1, 8, 10, 50, 0, 0:40.20, 0:29.66, 1:15.27,0
14, parallel-propagate, Skyline, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:05.55, 0:05.19, 0:11.43,0
14, parallel-propagate, Flowers, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:01.48, 0:03.12, 0:05.12,0
14, parallel-propagate, Platformer, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:02.62, 0:02.45, 0:05.48,0
14, parallel-propagate, Skyline, 1, 1000, 2048735855, 2, 1, 10, 50, 0, 0:05.53, 0:04.58, 0:10.49,0
14, parallel-propagate, Flowers, 1, 1000, 2048735855, 2, 1, 10, 50, 0, 0:02.09, 0:03.03, 0:05.39,0
14, parallel-propagate, Platformer, 1, 1000, 2048735855, 2, 1, 10, 50, 0, 0:02.63, 0:02.15, 0:05.01,0
14, parallel-propagate, Skyline, 1, 1000, 2048735855, 4, 1, 10, 50, 0, 0:05.52, 0:04.59, 0:10.35,0
14, parallel-propagate, Flowers, 1, 1000, 2048735855, 4, 1, 10, 50, 0, 0:01.47, 0:02.37, 0:04.02,0
14, parallel-propagate, Platformer, 1, 1000, 2048735855, 4, 1, 10, 50, 0, 0:02.61, 0:02.01, 0:04.76,0
14, parallel-propagate, Skyline, 1, 1000, 2048735855, 8, 1, 10, 50, 0, 0:05.53, 0:03.99, 0:09.74,0
14, parallel-propagate, Flowers, 1, 1000, 2048735855, 8, 1, 10, 50, 0, 0:01.47, 0:02.01, 0:03.63,0
14, parallel-propagate, Platformer, 1, 1000, 2048735855, 8, 1, 10, 50, 0, 0:02.63, 0:01.82, 0:04.56,0
15, sequential-main, Skyline, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:05.32, 0:04.49, 0:10.50,0
15, sequential-main, Flowers, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.48, 0:03.69, 0:06.68,0
15, sequential-main, Platformer, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.21, 0:02.11, 0:04.73,0
15, parallel-main, Skyline, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:05.31, 0:04.44, 0:10.44,0
15, parallel-main, Flowers, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.49, 0:03.69, 0:06.70,0
15, parallel-main, Platformer, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.19, 0:02.10, 0:04.70,0
15, parallel-main, Skyline, 1, 1000, 1183828888, 1, 2, 10, 50, 0, 0:12.84, 0:10.68, 0:25.09,0
15, parallel-main, Flowers, 1, 1000, 1183828888, 1, 2, 10, 50, 0, 0:05.96, 0:07.89, 0:14.90,0
15, parallel-main, Platformer, 1, 1000, 1183828888, 1, 2, 10, 50, 0, 0:04.36, 0:04.25, 0:09.41,0
15, parallel-main, Skyline, 1, 1000, 1183828888, 1, 4, 10, 50, 0, 0:29.45, 0:25.08, 0:57.87,0
15, parallel-main, Flowers, 1, 1000, 1183828888, 1, 4, 10, 50, 0, 0:14.49, 0:19.17, 0:36.23,0
15, parallel-main, Platformer, 1, 1000, 1183828888, 1, 4, 10, 50, 0, 0:10.80, 0:09.86, 0:22.50,0
15, parallel-main, Skyline, 1, 1000, 1183828888, 1, 8, 10, 50, 0, 1:30.25, 1:10.00, 2:49.84,0
15, parallel-main, Flowers, 1, 1000, 1183828888, 1, 8, 10, 50, 0, 0:39.02, 0:50.21, 1:36.19,0
15, parallel-main, Platformer, 1, 1000, 1183828888, 1, 8, 10, 50, 0, 0:31.96, 0:27.61, 1:04.99,0
15, parallel-propagate, Skyline, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:05.28, 0:04.61, 0:10.61,0
15, parallel-propagate, Flowers, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.47, 0:03.64, 0:06.61,0
15, parallel-propagate, Platformer, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.19, 0:02.03, 0:04.60,0
15, parallel-propagate, Skyline, 1, 1000, 1183828888, 2, 1, 10, 50, 0, 0:05.66, 0:03.81, 0:09.86,0
15, parallel-propagate, Flowers, 1, 1000, 1183828888, 2, 1, 10, 50, 0, 0:02.46, 0:03.06, 0:05.79,0
15, parallel-propagate, Platformer, 1, 1000, 1183828888, 2, 1, 10, 50, 0, 0:02.17, 0:01.82, 0:04.21,0
15, parallel-propagate, Skyline, 1, 1000, 1183828888, 4, 1, 10, 50, 0, 0:05.19, 0:03.61, 0:09.04,0
15, parallel-propagate, Flowers, 1, 1000, 1183828888, 4, 1, 10, 50, 0, 0:03.45, 0:04.22, 0:07.97,0
