Run Number, Run Name, Image Name, Scale Factor, Base Seed, Replicate Seed, Max Degree of Parallelism, Number of Workers, Number of Tries, Number of Trials, Screenshot Number, Propagate Time, Search Time
9, parallel-propagate, Skyline,1,1000,53262104,8,1,10,10,0, 00:00:06.1872573, 00:00:14.6900577
9, parallel-propagate, Flowers,1,1000,53262104,8,1,10,10,0, 00:00:03.8540089, 00:00:07.3370259
9, parallel-propagate, Platformer,1,1000,53262104,8,1,10,10,0, 00:00:02.1009574, 00:00:04.8408648
9, parallel-main, Skyline,1,1000,53262104,1,8,10,10,0, 00:00:06.9121246, 00:00:17.4048329
9, parallel-main, Flowers,1,1000,53262104,1,8,10,10,0, 00:00:07.1497892, 00:00:13.6170737
9, parallel-main, Platformer,1,1000,53262104,1,8,10,10,0, 00:00:03.3647623, 00:00:07.9246201
9, parallel-propagate, Skyline,1,1000,53262104,4,1,10,10,0, 00:00:07.2215245, 00:00:19.9616886
9, parallel-propagate, Flowers,1,1000,53262104,4,1,10,10,0, 00:00:04.0351969, 00:00:07.7683641
9, parallel-propagate, Platformer,1,1000,53262104,4,1,10,10,0, 00:00:02.3108758, 00:00:05.2838332
9, parallel-main, Skyline,1,1000,53262104,1,4,10,10,0, 00:00:06.1648827, 00:00:15.0659868
9, parallel-main, Flowers,1,1000,53262104,1,4,10,10,0, 00:00:05.4726936, 00:00:10.3571825
9, parallel-main, Platformer,1,1000,53262104,1,4,10,10,0, 00:00:02.7036782, 00:00:05.7632928
9, parallel-propagate, Skyline,1,1000,53262104,2,1,10,10,0, 00:00:06.5958122, 00:00:16.3770780
9, parallel-propagate, Flowers,1,1000,53262104,2,1,10,10,0, 00:00:03.9698039, 00:00:07.5464530
9, parallel-propagate, Platformer,1,1000,53262104,2,1,10,10,0, 00:00:02.1741611, 00:00:04.9936090
9, parallel-main, Skyline,1,1000,53262104,1,2,10,10,0, 00:00:05.9808778, 00:00:14.0138317
9, parallel-main, Flowers,1,1000,53262104,1,2,10,10,0, 00:00:03.9092752, 00:00:07.6090349
9, parallel-main, Platformer,1,1000,53262104,1,2,10,10,0, 00:00:02.0083403, 00:00:04.2086648
9, parallel-propagate, Skyline,1,1000,53262104,1,1,10,10,0, 00:00:06.2984380, 00:00:14.9858851
9, parallel-propagate, Flowers,1,1000,53262104,1,1,10,10,0, 00:00:03.7405463, 00:00:07.2639965
9, parallel-propagate, Platformer,1,1000,53262104,1,1,10,10,0, 00:00:02.1532761, 00:00:04.9746630
9, parallel-main, Skyline,1,1000,53262104,1,1,10,10,0, 00:00:06.2627900, 00:00:14.9032843
9, parallel-main, Flowers,1,1000,53262104,1,1,10,10,0, 00:00:03.8375066, 00:00:07.3037446
9, parallel-main, Platformer,1,1000,53262104,1,1,10,10,0, 00:00:02.0868904, 00:00:04.8212662
9, sequential-main, Skyline,1,1000,53262104,1,1,10,10,0, 00:00:06.1091657, 00:00:14.5592907
9, sequential-main, Flowers,1,1000,53262104,1,1,10,10,0, 00:00:03.8418798, 00:00:07.3353493
9, sequential-main, Platformer,1,1000,53262104,1,1,10,10,0, 00:00:02.1051166, 00:00:04.8561972
