Run Number, Scale Factor, Execution Name, Base Seed, Replicate Seed, Max Degree of Parallelism, Number of Workers, Number of Tries, Number of Trials, Runtime (ms)
42,1, parallel-main,1000,570492694,1,2,10,50, 00:00:04.9753696
42,1, parallel-propagate,1000,570492694,4,1,10,50, 00:00:03.8037415
42,1, parallel-main,1000,570492694,1,4,10,50, 00:00:00.0177399
42,1, parallel-propagate,1000,570492694,8,1,10,50, 00:00:03.5987679
42,1, parallel-main,1000,570492694,1,8,10,50, 00:00:00.2067898
42,1, parallel-propagate,1000,570492694,16,1,10,50, 00:00:03.4831158
42,1, parallel-main,1000,570492694,1,16,10,50, 00:00:00.5913973
43,1, sequential-main,1000,939421478,1,1,10,50, 00:00:05.0735111
43,1, parallel-main,1000,939421478,1,1,10,50, 00:00:04.3367639
43,1, parallel-propagate,1000,939421478,1,1,10,50, 00:00:04.4064246
43,1, parallel-main,1000,939421478,1,1,10,50, 00:00:04.5110733
43,1, parallel-propagate,1000,939421478,2,1,10,50, 00:00:03.9943253
43,1, parallel-main,1000,939421478,1,2,10,50, 00:00:04.5597160
43,1, parallel-propagate,1000,939421478,4,1,10,50, 00:00:03.7840557
43,1, parallel-main,1000,939421478,1,4,10,50, 00:00:05.2046855
43,1, parallel-propagate,1000,939421478,8,1,10,50, 00:00:03.7106318
43,1, parallel-main,1000,939421478,1,8,10,50, 00:00:00.4488912
43,1, parallel-propagate,1000,939421478,16,1,10,50, 00:00:03.6365208
43,1, parallel-main,1000,939421478,1,16,10,50, 00:00:01.8686952
44,1, sequential-main,1000,307252398,1,1,10,50, 00:00:06.5508466
44,1, parallel-main,1000,307252398,1,1,10,50, 00:00:04.3256488
44,1, parallel-propagate,1000,307252398,1,1,10,50, 00:00:04.4197676
44,1, parallel-main,1000,307252398,1,1,10,50, 00:00:04.2902618
44,1, parallel-propagate,1000,307252398,2,1,10,50, 00:00:03.9619270
44,1, parallel-main,1000,307252398,1,2,10,50, 00:00:04.6931189
44,1, parallel-propagate,1000,307252398,4,1,10,50, 00:00:03.8553550
44,1, parallel-main,1000,307252398,1,4,10,50, 00:00:00.1456745
44,1, parallel-propagate,1000,307252398,8,1,10,50, 00:00:03.6874332
44,1, parallel-main,1000,307252398,1,8,10,50, 00:00:03.4139127
44,1, parallel-propagate,1000,307252398,16,1,10,50, 00:00:03.5497655
44,1, parallel-main,1000,307252398,1,16,10,50, 00:00:01.5882096
45,1, sequential-main,1000,933515109,1,1,10,50, 00:00:06.2604045
45,1, parallel-main,1000,933515109,1,1,10,50, 00:00:04.3437587
45,1, parallel-propagate,1000,933515109,1,1,10,50, 00:00:04.3858026
45,1, parallel-main,1000,933515109,1,1,10,50, 00:00:04.3485468
45,1, parallel-propagate,1000,933515109,2,1,10,50, 00:00:04.0441886
45,1, parallel-main,1000,933515109,1,2,10,50, 00:00:04.6008566
45,1, parallel-propagate,1000,933515109,4,1,10,50, 00:00:03.9734706
45,1, parallel-main,1000,933515109,1,4,10,50, 00:00:05.4973617
45,1, parallel-propagate,1000,933515109,8,1,10,50, 00:00:03.7375518
45,1, parallel-main,1000,933515109,1,8,10,50, 00:00:00.2958251
45,1, parallel-propagate,1000,933515109,16,1,10,50, 00:00:03.4529546
45,1, parallel-main,1000,933515109,1,16,10,50, 00:00:00.6585613
46,1, sequential-main,1000,1199358335,1,1,10,50, 00:00:05.6389689
46,1, parallel-main,1000,1199358335,1,1,10,50, 00:00:04.3309512
46,1, parallel-propagate,1000,1199358335,1,1,10,50, 00:00:04.4037454
46,1, parallel-main,1000,1199358335,1,1,10,50, 00:00:04.3507973
46,1, parallel-propagate,1000,1199358335,2,1,10,50, 00:00:04.0346973
46,1, parallel-main,1000,1199358335,1,2,10,50, 00:00:04.5799614
46,1, parallel-propagate,1000,1199358335,4,1,10,50, 00:00:04.1909219
46,1, parallel-main,1000,1199358335,1,4,10,50, 00:00:00.0673030
46,1, parallel-propagate,1000,1199358335,8,1,10,50, 00:00:03.6230130
46,1, parallel-main,1000,1199358335,1,8,10,50, 00:00:01.0497558
46,1, parallel-propagate,1000,1199358335,16,1,10,50, 00:00:03.4278266
46,1, parallel-main,1000,1199358335,1,16,10,50, 00:00:00.0514325
47,1, sequential-main,1000,264363043,1,1,10,50, 00:00:09.6954464
47,1, parallel-main,1000,264363043,1,1,10,50, 00:00:04.2119712
47,1, parallel-propagate,1000,264363043,1,1,10,50, 00:00:04.4599474
47,1, parallel-main,1000,264363043,1,1,10,50, 00:00:04.3468076
47,1, parallel-propagate,1000,264363043,2,1,10,50, 00:00:04.0307647
47,1, parallel-main,1000,264363043,1,2,10,50, 00:00:04.5221515
47,1, parallel-propagate,1000,264363043,4,1,10,50, 00:00:03.8198810
47,1, parallel-main,1000,264363043,1,4,10,50, 00:00:05.5901772
47,1, parallel-propagate,1000,264363043,8,1,10,50, 00:00:03.7273826
47,1, parallel-main,1000,264363043,1,8,10,50, 00:00:00.4392891
47,1, parallel-propagate,1000,264363043,16,1,10,50, 00:00:03.9809290
47,1, parallel-main,1000,264363043,1,16,10,50, 00:00:00.5168977
48,1, sequential-main,1000,1805033614,1,1,10,50, 00:00:06.2201694
48,1, parallel-main,1000,1805033614,1,1,10,50, 00:00:04.4146500
48,1, parallel-propagate,1000,1805033614,1,1,10,50, 00:00:04.9112005
48,1, parallel-main,1000,1805033614,1,1,10,50, 00:00:04.2659084
48,1, parallel-propagate,1000,1805033614,2,1,10,50, 00:00:04.0592616
48,1, parallel-main,1000,1805033614,1,2,10,50, 00:00:04.5156927
48,1, parallel-propagate,1000,1805033614,4,1,10,50, 00:00:03.8887077
48,1, parallel-main,1000,1805033614,1,4,10,50, 00:00:00.0489681
48,1, parallel-propagate,1000,1805033614,8,1,10,50, 00:00:03.7394682
48,1, parallel-main,1000,1805033614,1,8,10,50, 00:00:02.5232272
48,1, parallel-propagate,1000,1805033614,16,1,10,50, 00:00:03.5746882
48,1, parallel-main,1000,1805033614,1,16,10,50, 00:00:01.0608900
49,1, sequential-main,1000,838991380,1,1,10,50, 00:00:07.2091045
49,1, parallel-main,1000,838991380,1,1,10,50, 00:00:04.7925345
49,1, parallel-propagate,1000,838991380,1,1,10,50, 00:00:04.3514598
49,1, parallel-main,1000,838991380,1,1,10,50, 00:00:04.3871492
49,1, parallel-propagate,1000,838991380,2,1,10,50, 00:00:04.0274780
49,1, parallel-main,1000,838991380,1,2,10,50, 00:00:04.7309031
49,1, parallel-propagate,1000,838991380,4,1,10,50, 00:00:03.8072420
49,1, parallel-main,1000,838991380,1,4,10,50, 00:00:05.3969200
49,1, parallel-propagate,1000,838991380,8,1,10,50, 00:00:03.9998417
49,1, parallel-main,1000,838991380,1,8,10,50, 00:00:01.4508677
49,1, parallel-propagate,1000,838991380,16,1,10,50, 00:00:03.4813909
49,1, parallel-main,1000,838991380,1,16,10,50, 00:00:00.2691045
