Run Number, Run Name, Image Name, Scale Factor, Base Seed, Replicate Seed, Max Degree of Parallelism, Number of Workers, Number of Tries, Number of Trials, Screenshot Number, Observation Time, Propagate Time, Search Time, CPU Usage
7, parallel-propagate, Flowers, 1, 1000, 271829958, 8, 1, 10, 50, 0, 0:02.36, 0:03.72, 0:06.60,
7, parallel-propagate, Platformer, 1, 1000, 271829958, 8, 1, 10, 50, 0, 0:03.46, 0:02.69, 0:06.54,
8, sequential-main, Skyline, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:06.35, 0:05.30, 0:12.37,
8, sequential-main, Flowers, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:01.87, 0:03.30, 0:05.68,
8, sequential-main, Platformer, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:03.91, 0:02.75, 0:07.05,
8, parallel-main, Skyline, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:06.39, 0:05.27, 0:12.39,
8, parallel-main, Flowers, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:01.88, 0:03.30, 0:05.69,
8, parallel-main, Platformer, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:03.93, 0:02.75, 0:07.06,
8, parallel-main, Skyline, 1, 1000, 1490890881, 1, 2, 10, 50, 0, 0:11.65, 0:09.83, 0:22.90,
8, parallel-main, Flowers, 1, 1000, 1490890881, 1, 2, 10, 50, 0, 0:03.93, 0:06.75, 0:11.76,
8, parallel-main, Platformer, 1, 1000, 1490890881, 1, 2, 10, 50, 0, 0:06.96, 0:04.99, 0:12.77,
8, parallel-main, Skyline, 1, 1000, 1490890881, 1, 4, 10, 50, 0, 0:26.81, 0:21.60, 0:51.65,
8, parallel-main, Flowers, 1, 1000, 1490890881, 1, 4, 10, 50, 0, 0:09.80, 0:15.30, 0:27.43,
8, parallel-main, Platformer, 1, 1000, 1490890881, 1, 4, 10, 50, 0, 0:12.36, 0:09.19, 0:23.39,
8, parallel-main, Skyline, 1, 1000, 1490890881, 1, 8, 10, 50, 0, 1:16.61, 0:59.11, 2:25.13,
8, parallel-main, Flowers, 1, 1000, 1490890881, 1, 8, 10, 50, 0, 0:10.83, 0:23.75, 0:41.17,
8, parallel-main, Platformer, 1, 1000, 1490890881, 1, 8, 10, 50, 0, 0:25.76, 0:19.87, 0:51.22,
8, parallel-propagate, Skyline, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:06.30, 0:05.31, 0:12.33,
8, parallel-propagate, Flowers, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:01.86, 0:03.29, 0:05.67,
8, parallel-propagate, Platformer, 1, 1000, 1490890881, 1, 1, 10, 50, 0, 0:03.90, 0:02.74, 0:07.03,
8, parallel-propagate, Skyline, 1, 1000, 1490890881, 2, 1, 10, 50, 0, 0:06.32, 0:05.35, 0:12.39,
8, parallel-propagate, Flowers, 1, 1000, 1490890881, 2, 1, 10, 50, 0, 0:01.87, 0:03.29, 0:05.67,
8, parallel-propagate, Platformer, 1, 1000, 1490890881, 2, 1, 10, 50, 0, 0:03.91, 0:02.70, 0:06.99,
8, parallel-propagate, Skyline, 1, 1000, 1490890881, 4, 1, 10, 50, 0, 0:06.33, 0:05.31, 0:12.37,
8, parallel-propagate, Flowers, 1, 1000, 1490890881, 4, 1, 10, 50, 0, 0:01.87, 0:03.39, 0:05.76,
8, parallel-propagate, Platformer, 1, 1000, 1490890881, 4, 1, 10, 50, 0, 0:03.88, 0:02.70, 0:06.96,
8, parallel-propagate, Skyline, 1, 1000, 1490890881, 8, 1, 10, 50, 0, 0:06.35, 0:05.34, 0:12.41,
8, parallel-propagate, Flowers, 1, 1000, 1490890881, 8, 1, 10, 50, 0, 0:01.87, 0:03.30, 0:05.69,
8, parallel-propagate, Platformer, 1, 1000, 1490890881, 8, 1, 10, 50, 0, 0:03.90, 0:02.70, 0:06.97,
9, sequential-main, Skyline, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:08.21, 0:06.14, 0:15.07,
9, sequential-main, Flowers, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.97, 0:03.84, 0:07.32,
9, sequential-main, Platformer, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.38, 0:02.12, 0:04.90,
9, parallel-main, Skyline, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:08.26, 0:06.07, 0:15.05,
9, parallel-main, Flowers, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.99, 0:03.85, 0:07.36,
9, parallel-main, Platformer, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.37, 0:02.11, 0:04.89,
9, parallel-main, Skyline, 1, 1000, 53262104, 1, 2, 10, 50, 0, 0:14.39, 0:10.90, 0:26.79,
9, parallel-main, Flowers, 1, 1000, 53262104, 1, 2, 10, 50, 0, 0:05.22, 0:08.43, 0:15.23,
9, parallel-main, Platformer, 1, 1000, 53262104, 1, 2, 10, 50, 0, 0:03.23, 0:03.38, 0:07.40,
9, parallel-main, Skyline, 1, 1000, 53262104, 1, 4, 10, 50, 0, 0:26.16, 0:20.00, 0:49.56,
9, parallel-main, Flowers, 1, 1000, 53262104, 1, 4, 10, 50, 0, 0:12.44, 0:17.89, 0:33.41,
9, parallel-main, Platformer, 1, 1000, 53262104, 1, 4, 10, 50, 0, 0:08.78, 0:07.36, 0:18.02,
9, parallel-main, Skyline, 1, 1000, 53262104, 1, 8, 10, 50, 0, 1:11.70, 0:53.15, 2:14.27,
9, parallel-main, Flowers, 1, 1000, 53262104, 1, 8, 10, 50, 0, 0:28.54, 0:43.85, 1:19.91,
9, parallel-main, Platformer, 1, 1000, 53262104, 1, 8, 10, 50, 0, 0:24.33, 0:20.50, 0:50.24,
9, parallel-propagate, Skyline, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:08.14, 0:06.21, 0:15.08,
9, parallel-propagate, Flowers, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.98, 0:03.62, 0:07.06,
9, parallel-propagate, Platformer, 1, 1000, 53262104, 1, 1, 10, 50, 0, 0:02.35, 0:02.11, 0:04.87,
9, parallel-propagate, Skyline, 1, 1000, 53262104, 2, 1, 10, 50, 0, 0:08.19, 0:06.24, 0:15.16,
9, parallel-propagate, Flowers, 1, 1000, 53262104, 2, 1, 10, 50, 0, 0:02.96, 0:03.69, 0:07.14,
9, parallel-propagate, Platformer, 1, 1000, 53262104, 2, 1, 10, 50, 0, 0:02.34, 0:02.10, 0:04.84,
9, parallel-propagate, Skyline, 1, 1000, 53262104, 4, 1, 10, 50, 0, 0:08.20, 0:06.22, 0:15.14,
9, parallel-propagate, Flowers, 1, 1000, 53262104, 4, 1, 10, 50, 0, 0:02.95, 0:03.78, 0:07.24,
9, parallel-propagate, Platformer, 1, 1000, 53262104, 4, 1, 10, 50, 0, 0:02.36, 0:02.10, 0:04.87,
9, parallel-propagate, Skyline, 1, 1000, 53262104, 8, 1, 10, 50, 0, 0:08.20, 0:06.21, 0:15.13,
9, parallel-propagate, Flowers, 1, 1000, 53262104, 8, 1, 10, 50, 0, 0:02.97, 0:03.83, 0:07.32,
9, parallel-propagate, Platformer, 1, 1000, 53262104, 8, 1, 10, 50, 0, 0:02.38, 0:02.10, 0:04.88,
10, sequential-main, Skyline, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:06.09, 0:05.20, 0:12.01,
10, sequential-main, Flowers, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:02.01, 0:03.50, 0:06.03,
10, sequential-main, Platformer, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:02.26, 0:02.21, 0:04.87,
10, parallel-main, Skyline, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:06.09, 0:05.19, 0:12.00,
10, parallel-main, Flowers, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:02.00, 0:03.51, 0:06.02,
10, parallel-main, Platformer, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:02.27, 0:02.23, 0:04.91,
10, parallel-main, Skyline, 1, 1000, 48177134, 1, 2, 10, 50, 0, 0:11.90, 0:10.97, 0:24.38,
10, parallel-main, Flowers, 1, 1000, 48177134, 1, 2, 10, 50, 0, 0:04.30, 0:07.19, 0:12.59,
10, parallel-main, Platformer, 1, 1000, 48177134, 1, 2, 10, 50, 0, 0:05.01, 0:04.26, 0:10.09,
10, parallel-main, Skyline, 1, 1000, 48177134, 1, 4, 10, 50, 0, 0:25.23, 0:22.51, 0:51.19,
10, parallel-main, Flowers, 1, 1000, 48177134, 1, 4, 10, 50, 0, 0:10.54, 0:16.05, 0:29.08,
10, parallel-main, Platformer, 1, 1000, 48177134, 1, 4, 10, 50, 0, 0:11.75, 0:09.83, 0:23.45,
10, parallel-main, Skyline, 1, 1000, 48177134, 1, 8, 10, 50, 0, 1:14.29, 0:57.81, 2:21.55,
10, parallel-main, Flowers, 1, 1000, 48177134, 1, 8, 10, 50, 0, 0:16.82, 0:31.55, 0:55.41,
10, parallel-main, Platformer, 1, 1000, 48177134, 1, 8, 10, 50, 0, 0:31.41, 0:24.12, 1:01.18,
10, parallel-propagate, Skyline, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:06.06, 0:04.93, 0:11.70,
10, parallel-propagate, Flowers, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:02.00, 0:03.49, 0:06.00,
10, parallel-propagate, Platformer, 1, 1000, 48177134, 1, 1, 10, 50, 0, 0:02.27, 0:02.26, 0:04.92,
10, parallel-propagate, Skyline, 1, 1000, 48177134, 2, 1, 10, 50, 0, 0:06.07, 0:05.18, 0:11.98,
10, parallel-propagate, Flowers, 1, 1000, 48177134, 2, 1, 10, 50, 0, 0:02.01, 0:03.48, 0:06.00,
10, parallel-propagate, Platformer, 1, 1000, 48177134, 2, 1, 10, 50, 0, 0:02.25, 0:02.30, 0:04.95,
10, parallel-propagate, Skyline, 1, 1000, 48177134, 4, 1, 10, 50, 0, 0:06.07, 0:05.23, 0:12.02,
10, parallel-propagate, Flowers, 1, 1000, 48177134, 4, 1, 10, 50, 0, 0:02.01, 0:03.51, 0:06.04,
10, parallel-propagate, Platformer, 1, 1000, 48177134, 4, 1, 10, 50, 0, 0:02.26, 0:02.23, 0:04.89,
10, parallel-propagate, Skyline, 1, 1000, 48177134, 8, 1, 10, 50, 0, 0:06.03, 0:05.22, 0:11.97,
10, parallel-propagate, Flowers, 1, 1000, 48177134, 8, 1, 10, 50, 0, 0:02.00, 0:03.50, 0:06.02,
10, parallel-propagate, Platformer, 1, 1000, 48177134, 8, 1, 10, 50, 0, 0:02.24, 0:02.23, 0:04.87,
11, sequential-main, Skyline, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:04.62, 0:04.41, 0:09.73,
11, sequential-main, Flowers, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:01.31, 0:03.05, 0:04.89,
11, sequential-main, Platformer, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:03.04, 0:02.38, 0:05.81,
11, parallel-main, Skyline, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:04.64, 0:04.34, 0:09.66,
11, parallel-main, Flowers, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:01.31, 0:03.04, 0:04.86,
11, parallel-main, Platformer, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:03.07, 0:02.38, 0:05.85,
11, parallel-main, Skyline, 1, 1000, 390326370, 1, 2, 10, 50, 0, 0:10.08, 0:08.43, 0:19.99,
11, parallel-main, Flowers, 1, 1000, 390326370, 1, 2, 10, 50, 0, 0:02.83, 0:06.13, 0:10.01,
11, parallel-main, Platformer, 1, 1000, 390326370, 1, 2, 10, 50, 0, 0:06.39, 0:04.89, 0:12.10,
11, parallel-main, Skyline, 1, 1000, 390326370, 1, 4, 10, 50, 0, 0:23.81, 0:19.37, 0:46.62,
11, parallel-main, Flowers, 1, 1000, 390326370, 1, 4, 10, 50, 0, 0:06.93, 0:13.94, 0:23.39,
11, parallel-main, Platformer, 1, 1000, 390326370, 1, 4, 10, 50, 0, 0:12.61, 0:09.74, 0:24.29,
11, parallel-main, Skyline, 1, 1000, 390326370, 1, 8, 10, 50, 0, 1:04.13, 0:52.39, 2:06.25,
11, parallel-main, Flowers, 1, 1000, 390326370, 1, 8, 10, 50, 0, 0:20.65, 0:35.47, 1:02.86,
11, parallel-main, Platformer, 1, 1000, 390326370, 1, 8, 10, 50, 0, 0:22.71, 0:17.87, 0:46.05,
11, parallel-propagate, Skyline, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:04.58, 0:04.44, 0:09.74,
11, parallel-propagate, Flowers, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:01.31, 0:03.05, 0:04.88,
11, parallel-propagate, Platformer, 1, 1000, 390326370, 1, 1, 10, 50, 0, 0:03.04, 0:02.37, 0:05.82,
11, parallel-propagate, Skyline, 1, 1000, 390326370, 2, 1, 10, 50, 0, 0:04.60, 0:04.23, 0:09.50,
11, parallel-propagate, Flowers, 1, 1000, 390326370, 2, 1, 10, 50, 0, 0:01.42, 0:03.04, 0:04.97,
11, parallel-propagate, Platformer, 1, 1000, 390326370, 2, 1, 10, 50, 0, 0:03.03, 0:02.38, 0:05.81,
11, parallel-propagate, Skyline, 1, 1000, 390326370, 4, 1, 10, 50, 0, 0:04.61, 0:04.29, 0:09.63,
11, parallel-propagate, Flowers, 1, 1000, 390326370, 4, 1, 10, 50, 0, 0:01.31, 0:03.04, 0:04.86,
11, parallel-propagate, Platformer, 1, 1000, 390326370, 4, 1, 10, 50, 0, 0:03.04, 0:02.35, 0:05.79,
11, parallel-propagate, Skyline, 1, 1000, 390326370, 8, 1, 10, 50, 0, 0:04.61, 0:04.44, 0:09.79,
11, parallel-propagate, Flowers, 1, 1000, 390326370, 8, 1, 10, 50, 0, 0:01.32, 0:03.04, 0:04.88,
11, parallel-propagate, Platformer, 1, 1000, 390326370, 8, 1, 10, 50, 0, 0:03.03, 0:02.25, 0:05.65,
12, sequential-main, Skyline, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:04.59, 0:04.97, 0:10.27,
12, sequential-main, Flowers, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:03.10, 0:04.17, 0:07.79,
12, sequential-main, Platformer, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:02.78, 0:01.92, 0:05.07,
12, parallel-main, Skyline, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:04.56, 0:04.97, 0:10.25,
12, parallel-main, Flowers, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:03.11, 0:04.18, 0:07.80,
12, parallel-main, Platformer, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:02.79, 0:01.91, 0:05.07,
12, parallel-main, Skyline, 1, 1000, 179782877, 1, 2, 10, 50, 0, 0:09.90, 0:09.33, 0:20.69,
12, parallel-main, Flowers, 1, 1000, 179782877, 1, 2, 10, 50, 0, 0:06.38, 0:08.50, 0:15.94,
12, parallel-main, Platformer, 1, 1000, 179782877, 1, 2, 10, 50, 0, 0:05.28, 0:04.55, 0:10.65,
12, parallel-main, Skyline, 1, 1000, 179782877, 1, 4, 10, 50, 0, 0:23.79, 0:20.40, 0:47.62,
12, parallel-main, Flowers, 1, 1000, 179782877, 1, 4, 10, 50, 0, 0:13.73, 0:18.09, 0:34.29,
12, parallel-main, Platformer, 1, 1000, 179782877, 1, 4, 10, 50, 0, 0:12.51, 0:09.67, 0:24.18,
12, parallel-main, Skyline, 1, 1000, 179782877, 1, 8, 10, 50, 0, 1:09.83, 0:52.35, 2:11.56,
12, parallel-main, Flowers, 1, 1000, 179782877, 1, 8, 10, 50, 0, 0:10.25, 0:23.81, 0:40.82,
12, parallel-main, Platformer, 1, 1000, 179782877, 1, 8, 10, 50, 0, 0:26.58, 0:18.56, 0:50.58,
12, parallel-propagate, Skyline, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:04.60, 0:04.96, 0:10.27,
12, parallel-propagate, Flowers, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:03.11, 0:04.05, 0:07.68,
12, parallel-propagate, Platformer, 1, 1000, 179782877, 1, 1, 10, 50, 0, 0:02.80, 0:02.02, 0:05.23,
12, parallel-propagate, Skyline, 1, 1000, 179782877, 2, 1, 10, 50, 0, 0:04.61, 0:04.95, 0:10.28,
12, parallel-propagate, Flowers, 1, 1000, 179782877, 2, 1, 10, 50, 0, 0:03.11, 0:04.09, 0:07.72,
12, parallel-propagate, Platformer, 1, 1000, 179782877, 2, 1, 10, 50, 0, 0:02.79, 0:02.02, 0:05.22,
12, parallel-propagate, Skyline, 1, 1000, 179782877, 4, 1, 10, 50, 0, 0:04.59, 0:04.96, 0:10.27,
12, parallel-propagate, Flowers, 1, 1000, 179782877, 4, 1, 10, 50, 0, 0:03.11, 0:04.14, 0:07.77,
12, parallel-propagate, Platformer, 1, 1000, 179782877, 4, 1, 10, 50, 0, 0:02.81, 0:02.02, 0:05.22,
12, parallel-propagate, Skyline, 1, 1000, 179782877, 8, 1, 10, 50, 0, 0:04.60, 0:04.93, 0:10.25,
12, parallel-propagate, Flowers, 1, 1000, 179782877, 8, 1, 10, 50, 0, 0:03.17, 0:04.15, 0:07.84,
12, parallel-propagate, Platformer, 1, 1000, 179782877, 8, 1, 10, 50, 0, 0:02.78, 0:02.01, 0:05.19,
13, sequential-main, Skyline, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:06.35, 0:04.99, 0:12.06,
13, sequential-main, Flowers, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:03.47, 0:06.43, 0:10.88,
13, sequential-main, Platformer, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:01.43, 0:02.07, 0:03.90,
13, parallel-main, Skyline, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:06.41, 0:05.01, 0:12.14,
13, parallel-main, Flowers, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:03.48, 0:06.48, 0:10.95,
13, parallel-main, Platformer, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:01.43, 0:02.07, 0:03.91,
13, parallel-main, Skyline, 1, 1000, 1556455641, 1, 2, 10, 50, 0, 0:12.97, 0:10.10, 0:24.56,
13, parallel-main, Flowers, 1, 1000, 1556455641, 1, 2, 10, 50, 0, 0:04.48, 0:07.38, 0:13.36,
13, parallel-main, Platformer, 1, 1000, 1556455641, 1, 2, 10, 50, 0, 0:03.29, 0:04.01, 0:08.13,
13, parallel-main, Skyline, 1, 1000, 1556455641, 1, 4, 10, 50, 0, 0:28.33, 0:21.11, 0:52.71,
13, parallel-main, Flowers, 1, 1000, 1556455641, 1, 4, 10, 50, 0, 0:11.30, 0:17.55, 0:31.96,
13, parallel-main, Platformer, 1, 1000, 1556455641, 1, 4, 10, 50, 0, 0:07.31, 0:08.23, 0:17.44,
13, parallel-main, Skyline, 1, 1000, 1556455641, 1, 8, 10, 50, 0, 1:26.79, 1:03.91, 2:40.34,
13, parallel-main, Flowers, 1, 1000, 1556455641, 1, 8, 10, 50, 0, 0:23.54, 0:37.87, 1:08.41,
13, parallel-main, Platformer, 1, 1000, 1556455641, 1, 8, 10, 50, 0, 0:22.41, 0:19.71, 0:47.53,
13, parallel-propagate, Skyline, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:06.28, 0:05.00, 0:12.01,
13, parallel-propagate, Flowers, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:03.48, 0:06.71, 0:11.22,
13, parallel-propagate, Platformer, 1, 1000, 1556455641, 1, 1, 10, 50, 0, 0:01.43, 0:02.06, 0:03.88,
13, parallel-propagate, Skyline, 1, 1000, 1556455641, 2, 1, 10, 50, 0, 0:06.34, 0:04.98, 0:12.05,
13, parallel-propagate, Flowers, 1, 1000, 1556455641, 2, 1, 10, 50, 0, 0:03.46, 0:06.68, 0:11.16,
13, parallel-propagate, Platformer, 1, 1000, 1556455641, 2, 1, 10, 50, 0, 0:01.43, 0:02.05, 0:03.87,
13, parallel-propagate, Skyline, 1, 1000, 1556455641, 4, 1, 10, 50, 0, 0:06.33, 0:05.00, 0:12.05,
13, parallel-propagate, Flowers, 1, 1000, 1556455641, 4, 1, 10, 50, 0, 0:03.45, 0:06.69, 0:11.17,
13, parallel-propagate, Platformer, 1, 1000, 1556455641, 4, 1, 10, 50, 0, 0:01.43, 0:02.06, 0:03.89,
13, parallel-propagate, Skyline, 1, 1000, 1556455641, 8, 1, 10, 50, 0, 0:06.35, 0:05.01, 0:12.09,
13, parallel-propagate, Flowers, 1, 1000, 1556455641, 8, 1, 10, 50, 0, 0:03.46, 0:06.67, 0:11.15,
13, parallel-propagate, Platformer, 1, 1000, 1556455641, 8, 1, 10, 50, 0, 0:01.43, 0:02.15, 0:03.98,
14, sequential-main, Skyline, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:05.82, 0:05.26, 0:11.80,
14, sequential-main, Flowers, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:01.52, 0:03.09, 0:05.13,
14, sequential-main, Platformer, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:02.67, 0:02.26, 0:05.31,
14, parallel-main, Skyline, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:05.81, 0:05.27, 0:11.80,
14, parallel-main, Flowers, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:01.52, 0:03.08, 0:05.11,
14, parallel-main, Platformer, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:02.67, 0:02.22, 0:05.26,
14, parallel-main, Skyline, 1, 1000, 2048735855, 1, 2, 10, 50, 0, 0:12.30, 0:10.34, 0:24.07,
14, parallel-main, Flowers, 1, 1000, 2048735855, 1, 2, 10, 50, 0, 0:03.62, 0:05.92, 0:10.61,
14, parallel-main, Platformer, 1, 1000, 2048735855, 1, 2, 10, 50, 0, 0:05.56, 0:04.65, 0:11.03,
14, parallel-main, Skyline, 1, 1000, 2048735855, 1, 4, 10, 50, 0, 0:22.90, 0:21.39, 0:47.59,
14, parallel-main, Flowers, 1, 1000, 2048735855, 1, 4, 10, 50, 0, 0:08.35, 0:14.00, 0:24.94,
14, parallel-main, Platformer, 1, 1000, 2048735855, 1, 4, 10, 50, 0, 0:12.52, 0:10.46, 0:24.87,
14, parallel-main, Skyline, 1, 1000, 2048735855, 1, 8, 10, 50, 0, 1:12.71, 0:56.97, 2:19.05,
14, parallel-main, Flowers, 1, 1000, 2048735855, 1, 8, 10, 50, 0, 0:23.58, 0:37.28, 1:07.79,
14, parallel-main, Platformer, 1, 1000, 2048735855, 1, 8, 10, 50, 0, 0:24.21, 0:18.39, 0:48.03,
14, parallel-propagate, Skyline, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:05.79, 0:05.24, 0:11.76,
14, parallel-propagate, Flowers, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:01.50, 0:02.89, 0:04.87,
14, parallel-propagate, Platformer, 1, 1000, 2048735855, 1, 1, 10, 50, 0, 0:02.68, 0:02.36, 0:05.45,
14, parallel-propagate, Skyline, 1, 1000, 2048735855, 2, 1, 10, 50, 0, 0:05.82, 0:05.32, 0:11.89,
14, parallel-propagate, Flowers, 1, 1000, 2048735855, 2, 1, 10, 50, 0, 0:01.50, 0:03.03, 0:05.04,
14, parallel-propagate, Platformer, 1, 1000, 2048735855, 2, 1, 10, 50, 0, 0:02.67, 0:02.37, 0:05.44,
14, parallel-propagate, Skyline, 1, 1000, 2048735855, 4, 1, 10, 50, 0, 0:05.81, 0:05.25, 0:11.78,
14, parallel-propagate, Flowers, 1, 1000, 2048735855, 4, 1, 10, 50, 0, 0:01.50, 0:03.08, 0:05.09,
14, parallel-propagate, Platformer, 1, 1000, 2048735855, 4, 1, 10, 50, 0, 0:02.66, 0:02.37, 0:05.43,
14, parallel-propagate, Skyline, 1, 1000, 2048735855, 8, 1, 10, 50, 0, 0:05.82, 0:05.25, 0:11.80,
14, parallel-propagate, Flowers, 1, 1000, 2048735855, 8, 1, 10, 50, 0, 0:01.49, 0:03.08, 0:05.10,
14, parallel-propagate, Platformer, 1, 1000, 2048735855, 8, 1, 10, 50, 0, 0:02.68, 0:02.36, 0:05.43,
15, sequential-main, Skyline, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:05.58, 0:04.52, 0:10.81,
15, sequential-main, Flowers, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.51, 0:03.65, 0:06.68,
15, sequential-main, Platformer, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.24, 0:02.05, 0:04.70,
15, parallel-main, Skyline, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:05.57, 0:04.49, 0:10.76,
15, parallel-main, Flowers, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.50, 0:03.62, 0:06.64,
15, parallel-main, Platformer, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.24, 0:02.04, 0:04.68,
15, parallel-main, Skyline, 1, 1000, 1183828888, 1, 2, 10, 50, 0, 0:11.34, 0:09.27, 0:22.07,
15, parallel-main, Flowers, 1, 1000, 1183828888, 1, 2, 10, 50, 0, 0:05.37, 0:07.27, 0:13.73,
15, parallel-main, Platformer, 1, 1000, 1183828888, 1, 2, 10, 50, 0, 0:04.52, 0:04.23, 0:09.61,
15, parallel-main, Skyline, 1, 1000, 1183828888, 1, 4, 10, 50, 0, 0:25.57, 0:20.88, 0:49.83,
15, parallel-main, Flowers, 1, 1000, 1183828888, 1, 4, 10, 50, 0, 0:12.37, 0:16.35, 0:31.19,
15, parallel-main, Platformer, 1, 1000, 1183828888, 1, 4, 10, 50, 0, 0:08.44, 0:07.98, 0:18.43,
15, parallel-main, Skyline, 1, 1000, 1183828888, 1, 8, 10, 50, 0, 1:15.24, 0:55.36, 2:19.97,
15, parallel-main, Flowers, 1, 1000, 1183828888, 1, 8, 10, 50, 0, 0:32.81, 0:44.87, 1:24.51,
15, parallel-main, Platformer, 1, 1000, 1183828888, 1, 8, 10, 50, 0, 0:22.20, 0:19.90, 0:47.53,
15, parallel-propagate, Skyline, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:05.49, 0:04.55, 0:10.77,
15, parallel-propagate, Flowers, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.51, 0:03.63, 0:06.66,
15, parallel-propagate, Platformer, 1, 1000, 1183828888, 1, 1, 10, 50, 0, 0:02.26, 0:02.01, 0:04.66,
15, parallel-propagate, Skyline, 1, 1000, 1183828888, 2, 1, 10, 50, 0, 0:05.50, 0:04.55, 0:10.77,
15, parallel-propagate, Flowers, 1, 1000, 1183828888, 2, 1, 10, 50, 0, 0:02.50, 0:03.61, 0:06.63,
15, parallel-propagate, Platformer, 1, 1000, 1183828888, 2, 1, 10, 50, 0, 0:02.26, 0:01.94, 0:04.58,
15, parallel-propagate, Skyline, 1, 1000, 1183828888, 4, 1, 10, 50, 0, 0:05.52, 0:04.54, 0:10.78,
15, parallel-propagate, Flowers, 1, 1000, 1183828888, 4, 1, 10, 50, 0, 0:02.49, 0:03.63, 0:06.63,
15, parallel-propagate, Platformer, 1, 1000, 1183828888, 4, 1, 10, 50, 0, 0:02.24, 0:01.92, 0:04.53,
15, parallel-propagate, Skyline, 1, 1000, 1183828888, 8, 1, 10, 50, 0, 0:05.55, 0:04.54, 0:10.81,
15, parallel-propagate, Flowers, 1, 1000, 1183828888, 8, 1, 10, 50, 0, 0:02.50, 0:03.63, 0:06.65,
15, parallel-propagate, Platformer, 1, 1000, 1183828888, 8, 1, 10, 50, 0, 0:02.24, 0:01.98, 0:04.63,
16, sequential-main, Skyline, 1, 1000, 475539416, 1, 1, 10, 50, 0, 0:06.02, 0:05.20, 0:11.93,
